,term,cnt
0,having,1
1,pronoun,1
2,hollandic,2
3,middle,9
4,phenomenon,1
5,annatannanandreandra,1
6,exist,1
7,tand,1
8,gedacht,1
9,anglo-frisian,2
10,ancient,1
11,gaus,1
12,person,1
13,late,1
14,brought,1
15,derives,1
16,native,2
17,dialect,2
18,slit,1
19,scots,4
20,northeastern,1
21,years,1
22,proto-norse,1
23,shift,7
24,cognate,1
25,tithe,1
26,borrowings,1
27,plinth,1
28,hand,1
29,instead,1
30,entered,1
31,greek,1
32,translation,1
33,dialecten,1
34,elbe,1
35,philadelphia,1
36,north,7
37,goes,1
38,active,1
39,cause,1
40,example,3
41,monaþ,1
42,dient,1
43,vijf,2
44,ōðar,1
45,sound,2
46,alemannic,1
47,rounding,2
48,sandbanks,1
49,causing,1
50,indo-european,1
51,fiev,1
52,crimean,1
53,weak,1
54,small,1
55,german,25
56,correspondence,1
57,grammatischer,1
58,flemish,1
59,compare,2
60,reader,1
61,regular,1
62,tehunþô,1
63,ringe,1
64,heavily,1
65,tends,1
66,zahn,1
67,ingvaeonic,8
68,vertoonden,1
69,-nth,1
70,later,1
71,-nf-,1
72,holtzmanns,1
73,circumstances,1
74,case,1
75,hier,1
76,ingweoonse,2
77,luxembourgish,2
78,various,2
79,muide,1
80,analogy,1
81,fieuw,1
82,ingvæonicinst,1
83,ingeroepen,1
84,mond,1
85,combinations,1
86,forth,1
87,tenthe,1
88,brabantse,1
89,represents,1
90,parent,1
91,sanft,3
92,degree,1
93,ending,1
94,subsequent,1
95,samftō,1
96,productive,2
97,substrate,1
98,loanword,1
99,tooth,1
100,markey,1
101,relatively,1
102,gans,3
103,words,2
104,saxon,4
105,umlaut,1
106,zonderwijk,1
107,mogelijke,1
108,tend,2
109,early,2
110,zonder,1
111,brocht,2
112,historical,1
113,affected,4
114,regularised,1
115,tönn,1
116,saterland,1
117,contain,1
118,caused,1
119,recreate,1
120,lexemes,1
121,licht,1
122,andswaru,1
123,streams,1
124,voor,1
125,annaðannarönnur,1
126,sacht,2
127,trekken,1
128,development,2
129,fimf,1
130,laws,1
131,grammar,2
132,soft,2
133,vrij,1
134,süden,1
135,varieties,1
136,anþeraz,1
137,vowel,7
138,long,3
139,soon,1
140,preterite-present,1
141,languages,6
142,proof,1
143,speakers,1
144,aajer,1
145,grimms,1
146,tile,1
147,examples,3
148,simple,1
149,fingallian,1
150,toponym,1
151,wymysorys,1
152,swedish,7
153,modern,3
154,ordinal,1
155,ligt,1
156,wechsel,1
157,rendered,1
158,thomas,1
159,history,2
160,limburgish,1
161,mouth,1
162,norse,2
163,brabantian,2
164,giving,1
165,taylor,1
166,retains,1
167,producing,1
168,invloed,2
169,consistently,1
170,yiddish,1
171,greenlandic,1
172,aðrir,1
173,brabantine,1
174,bremmer,1
175,-ns-,2
176,south,2
177,called,1
178,greek-language,1
179,-nþ-,1
180,brightening,1
181,tēoþa,1
182,franconian,2
183,fewer,1
184,undergone,1
185,position,1
186,nasalization,3
187,includes,1
188,zacht,2
189,vandalic,1
190,force,1
191,term,1
192,does,2
193,lombardic,1
194,andenandetandre,1
195,inapplicable,1
196,shows,2
197,isbn,2
198,repertoire,1
199,subgroup,1
200,benjamins,1
201,east,5
202,germandutch,1
203,phonological,1
204,dialects,6
205,text,1
206,explanations,1
207,norn,1
208,entirely,1
209,sequences,2
210,standard,6
211,conservative,1
212,grouping,1
213,verners,1
214,donald,1
215,intervening,2
216,prefix,1
217,gemination,1
218,great,1
219,coastal,1
220,tenth,1
221,veel,1
222,flow,1
223,weser-rhine,1
224,rolf,1
225,phonology,2
226,veeleer,1
227,sequence,1
228,icelandic,6
229,proto-germanic,3
230,likewise,2
231,tähn,1
232,fimm,1
233,anner,1
234,fricative,2
235,fiif,1
236,preceded,1
237,innsbruck,1
238,germanic,24
239,linguistic,1
240,-mf-,2
241,nasalized,1
242,histories,1
243,resulting,1
244,high,5
245,prevent,1
246,re-insert,1
247,disappeared,3
248,john,1
249,verb,4
250,brick,1
251,faroese,2
252,strong,1
253,want,1
254,kenmerken,1
255,lengthening,2
256,sievers,1
257,occurred,2
258,immigratiestromen,1
259,question,1
260,fünf,2
261,uitzondering,1
262,cardinal,1
263,cases,2
264,gebied,1
265,frans-vlaams,1
266,danish,6
267,unfair,1
268,period,1
269,resulted,1
270,dutch,17
271,afrikaans,1
272,amsterdam,1
273,consonant,5
274,bracht,2
275,frisian,16
276,oxford,1
277,dialectal,1
278,based,2
279,fief,1
280,spirant,8
281,articles,1
282,mennonite,1
283,bargy,1
284,norwegian,3
285,explanation,1
286,influenced,2
287,zuid,1
288,result,2
289,tehundô,1
290,month,1
291,restricted,1
292,sprachwissenschaft,1
293,plural,1
294,linguistics,1
295,ander,1
296,english,24
297,gothic,3
298,guos,1
299,gutnish,2
300,gentle,1
301,straightforward,1
302,answer,1
303,archaic,1
304,toss,1
305,veldhoven,1
306,originally,2
307,original,2
308,dental,1
