,term,cnt
0,clearly,1
1,dorso-velar,1
2,position,3
3,chemakum,1
4,disordered,2
5,-palatal,1
6,extremely,1
7,relatively,1
8,tahitian,1
9,numbers,1
10,static,1
11,velum,3
12,carry,1
13,cube,1
14,proto-indo-european,1
15,argument,1
16,following,1
17,quickly,1
18,partly,2
19,international,1
20,adjacent,1
21,labio-palatal,1
22,plain,2
23,does,3
24,sounds,1
25,limited,1
26,alphabet,1
27,medial,1
28,affricated,1
29,restricted,1
30,areal,1
31,phonemic,1
32,airstream,1
33,velodorsal,1
34,palatalised,1
35,historical,1
36,precise,1
37,english,1
38,mechanism,1
39,letter,1
40,saanich,1
41,region,2
42,remained,1
43,palatalized,1
44,shaded,1
45,rises,1
46,palate,2
47,associated,1
48,assimilation,1
49,trill,2
50,boxes,1
51,like,1
52,retain,1
53,stop,2
54,apical,1
55,fronted,1
56,example,1
57,click,1
58,laminal,1
59,keen,1
60,articulation,4
61,contrasting,1
62,possibly,1
63,type,1
64,prevelar,1
65,palatovelars,1
66,salish,1
67,khoisan,1
68,automatically,1
69,soft,2
70,distinct,1
71,articulated,2
72,pacific,1
73,bidental,1
74,vowel,1
75,americanist,1
76,place,2
77,lateral,1
78,phonetics,1
79,languages,5
80,completely,2
81,distinguish,1
82,contact,2
83,normal,1
84,coast,1
85,labialized,1
86,velarization,1
87,make,1
88,tongue,5
89,known,1
90,quality,1
91,palatal,2
92,ability,1
93,motion,1
94,taps,1
95,flap,1
96,pirahã,2
97,domed,1
98,simple,1
99,actually,2
100,marginal,1
101,similar,1
102,khoekhoe,1
103,freedom,1
104,possible,1
105,consonants,9
106,velar,13
107,voiceless,1
108,went,1
109,susceptible,1
110,peripheral,1
111,xavante,1
112,pulmonic,2
113,list,1
114,trills,1
115,stops,2
116,wutung,1
117,underlyingly,1
118,mouth,3
119,rare,1
120,sulcal,1
121,reconstructed,1
122,pharyngeal,1
123,presumably,1
124,topics,1
125,phonemically,1
126,velo-dorsal,1
127,retracted,1
128,waimiri-atroarí,1
129,hawaiian,2
130,-alveolar,2
131,produce,1
132,lack,2
133,pre-velar,1
134,allow,1
135,initial,1
136,occlusion,1
137,remains,1
138,vowels,2
139,velars,9
140,identified,1
141,final,1
142,undergo,1
143,corresponding,1
144,uvulars,1
145,feature,1
146,best,1
147,palatalization,1
148,table,1
149,vanimo,1
150,northwest,1
151,depending,1
152,families,1
153,voiced,1
154,speech,2
155,body,2
156,lowers,1
157,easily,1
158,extensive,1
159,subapical,1
160,extensions,1
161,labio-velar,1
162,uvular,3
163,transcribed,2
164,leaving,2
165,meaningful,1
166,nori,1
167,juǀhoan,1
168,post-velar,1
169,opposite,1
170,consonant,5
171,phonetic,2
172,roof,3
173,dorsal,1
174,behave,1
175,reversing,1
176,notation,1
177,apart,1
178,recorded,1
179,shifting,1
180,distributions,1
181,referred,1
182,movements,1
183,dorsum,3
