,term,cnt
0,epistles,2
1,hebraic,1
2,counterparts,1
3,names,2
4,pneuma,1
5,aramaic,1
6,sqvs,1
7,yehudah,1
8,markos,1
9,readings,3
10,includes,2
11,pericope,1
12,johanneum,1
13,timotheon,2
14,include,1
15,variant,1
16,placed,2
17,pentateuch,1
18,gospels,1
19,words,3
20,schedule,1
21,πνευμα,1
22,translated,1
23,given,1
24,ketuvim,1
25,ancient,1
26,avraham,1
27,sufficient,1
28,primarily,2
29,varying,1
30,wind,1
31,dead,2
32,directly,1
33,titus,1
34,receptus,1
35,indicate,1
36,generically,1
37,prefers,1
38,does,1
39,galah,1
40,retrieved,1
41,hebraica,1
42,ivrim,1
43,trumpet,1
44,word,2
45,plural,1
46,philemon,1
47,fiftieth,1
48,torah,2
49,provided,1
50,chronicles,1
51,deities,1
52,english,6
53,variants,1
54,korinthious,1
55,acts,1
56,romaious,1
57,announce,1
58,shelichim,1
59,peoples,1
60,rendering,2
61,text,4
62,apostle,1
63,kortinthious,1
64,contains,2
65,continues,1
66,christian,1
67,terminology,1
68,instead,4
69,considered,1
70,greek,5
71,majority,1
72,translation,1
73,replaced,1
74,philippesious,1
75,scrolls,2
76,maasei,1
77,original,1
78,referring,2
79,year,1
80,mashiach,1
81,peshitta,2
82,aleph,2
83,standard,1
84,uses,1
85,used,3
86,variations,1
87,biblical,1
88,deemed,1
89,bechirahweeblycom,1
90,yaaqov,1
91,example,3
92,horn,1
93,ephesious,1
94,comma,1
95,kepha,2
96,starting,1
97,loukas,1
98,usual,1
99,hebrew,7
100,people,1
101,complete,1
102,portion,1
103,gospel,1
104,appendices,1
105,transliteration,1
106,spurious,1
107,places,3
108,yitschaq,1
109,languages,1
110,foreign,1
111,shofar,1
112,kolossaeis,1
113,scripture,2
114,addition,1
115,usually,1
116,longer,1
117,major,1
118,order,4
119,שופר,1
120,respectively,1
121,vulgate,1
122,book,4
123,mark,2
124,bible,4
125,just,1
126,books,3
127,transliterated,4
128,textual,1
129,pauline,1
130,neviim,1
131,abraham,1
132,stuttgartensia,1
133,footnotes,3
134,rams,1
135,thessalonikeon,2
136,shaliach,1
137,adonai,1
138,samaritan,1
139,manuscripts,1
140,reference,1
141,galatas,1
142,latin,1
143,canon,1
144,uncapitalized,1
145,qadosh,4
146,vary,1
147,syriac,2
148,explanatory,1
149,reading,1
150,testamentum,1
151,holy,1
152,lord,1
153,weekly,1
154,spirit,3
155,john,1
156,masoretic,2
157,biblia,1
158,writings,3
159,elohim,2
160,graece,1
161,matthew,1
162,adulterae,1
163,notes,2
164,testament,9
165,gimel,1
166,gives,1
167,isaac,1
168,titles,1
169,various,1
170,novum,1
171,eastern,1
172,yochanan,4
173,tanakh,1
174,ruach,2
175,october,1
176,traditional,1
177,cases,1
178,begins,1
179,feature,1
180,revelation,2
181,daniel,1
182,genesis,1
183,bibles,1
184,shem,4
185,indicated,2
186,world,3
187,present,1
188,follows,1
189,notable,1
190,non-traditional,1
191,mattithyahu,1
192,instrument,1
193,textus,1
194,equivalent,1
195,literally,1
196,singular,1
197,septuagint,2
198,ending,2
199,apocrypha,1
200,including,1
201,based,5
202,general,1
203,christ,1
204,prophets,2
