,term,cnt
0,ausbau,2
1,lebanon,1
2,having,4
3,stigma,1
4,abound,1
5,pure,1
6,distance,2
7,middle,4
8,consistent,1
9,notion,1
10,respect,1
11,textbooks,1
12,national,6
13,exist,1
14,variant,1
15,mesoamerican,1
16,traveling,1
17,ways,1
18,dictionary,4
19,ancient,2
20,salentino,1
21,carry,1
22,serbian,2
23,merchants,1
24,collaborationism,1
25,dictionaries,1
26,solely,1
27,little,1
28,person,1
29,continua,1
30,late,1
31,paramount,1
32,continuum,3
33,native,4
34,defeated,1
35,dialect,60
36,especially,4
37,specific,1
38,sub-group,1
39,increasing,1
40,frame,1
41,point,3
42,covering,1
43,limited,1
44,significance,1
45,theatre,1
46,hints,1
47,incomprehensibility,1
48,unified,1
49,involvement,1
50,intelligible,6
51,arise,1
52,second,1
53,years,1
54,substantially,1
55,american,4
56,cognate,1
57,claim,1
58,descended,1
59,andor,1
60,view,4
61,taiwan,1
62,varies,2
63,remained,2
64,liechtenstein,1
65,prefer,1
66,relative,1
67,considered,9
68,beijing,3
69,instead,3
70,ukrainization,1
71,greek,5
72,population,2
73,tree,1
74,conflict,1
75,contradictory,2
76,true,1
77,beneficiary,1
78,increasingly,2
79,doubt,1
80,accordance,1
81,polish-lithuanian,1
82,macedonian,2
83,characteristic,1
84,consult,2
85,strictly,1
86,vice,1
87,approach,1
88,forced,1
89,communicate,1
90,north,3
91,tuscan,3
92,absurdity,1
93,russia,1
94,ming,1
95,designated,1
96,variations,3
97,sociolect,1
98,paradigm,2
99,gaining,1
100,appear,1
101,example,6
102,interlingua,1
103,sciences,1
104,neapolitan,3
105,cast,1
106,tuscan-based,1
107,parliamentary,1
108,african,2
109,army-navy,1
110,complete,1
111,china,2
112,levelling,2
113,abstand,1
114,eventually,2
115,negatively,1
116,answering,1
117,auxiliaries,1
118,ukrainian,6
119,bergamasque,1
120,valley,1
121,drawn,1
122,rarely,1
123,coast,1
124,debate,1
125,predominance,1
126,make,1
127,hakka,1
128,illustrate,1
129,known,4
130,unlike,3
131,related,9
132,order,1
133,haber,1
134,family,6
135,german,23
136,conducted,1
137,evolved,4
138,users,1
139,lombards,1
