,term,cnt
0,tongue,2
1,lack,1
2,palatal,1
3,pre-velar,1
4,vocal,3
5,vibrations,1
6,articles,1
7,slightly,2
8,features,1
9,symbol,2
10,palate,1
11,hard,1
12,central,1
13,separated,1
14,entirely,1
15,lungs,1
16,conversely,1
17,produced,3
18,sides,1
19,tahitian,1
20,plosive,1
21,stop,10
22,consonantal,1
23,velar,7
24,compared,1
25,prototypical,4
26,tract,1
27,voiceless,12
28,pushing,1
29,oral,2
30,used,1
31,means,6
32,manner,1
33,escape,1
34,solely,1
35,diaphragm,1
36,article,2
37,allowed,1
38,pulmonic,1
39,index,1
40,center,1
41,international,1
42,adjacent,1
43,articulation,4
44,voicing,1
45,uvular,1
46,type,1
47,represents,1
48,information,2
49,cords,3
50,nasal,1
51,mouth,1
52,post-velar,1
53,x-sampa,1
54,sounds,2
55,alphabet,1
56,actively,1
57,consonant,4
58,soft,2
59,airstream,2
60,outlet,1
61,sound,2
62,equivalent,1
63,articulated,4
64,phonation,1
65,phonetic,1
66,occlusive,1
67,place,3
68,airflow,2
69,obstructing,1
70,mechanism,1
71,phonetics,1
72,languages,5
73,blocked,1
74,spoken,1
75,directing,1
