,term,cnt
0,tongue,2
1,considered,1
2,position,1
3,near-open,1
4,phonology,1
5,features,1
6,open,15
7,actually,1
8,central,7
9,extremely,1
10,reported,1
11,vowels,11
12,positioned,1
13,possible,1
14,articulations,1
15,unrounded,4
16,centralization,1
17,short,2
18,indicates,1
19,near-back,1
20,close,1
21,used,1
22,transcribing,1
23,assumed,1
24,occur,1
25,directly,1
26,open-mid,1
27,near-front,1
28,called,1
29,context,1
30,international,1
31,rare,1
32,dialect,1
33,unambiguous,1
34,limburgish,1
35,mouth,1
36,reference,1
37,sounds,1
38,alphabet,1
39,hamont,1
40,language,1
41,rounded,3
42,dedicated,2
43,sound,1
44,contrast,2
45,particular,1
46,phonetic,1
47,roof,1
48,vowel,13
49,long,2
50,practice,1
51,versions,3
52,mean,3
53,diaeresis,2
54,symbols,2
